gsis_id,canonical_player_id,espn_id,draft_command_id,player_name,position,team,match_method,match_score,identity_conflict_flag,manual_review_flag_x,source,source_timestamp,espn_market_canonical_id,espn_market_mapping_method,name_conflict_flag,position_conflict_flag,normalized_name,canonical_name,historical_current_team,historical_identity_match_method,historical_identity_match_score,historical_identity_conflict_flag,historical_identity_manual_review_flag,historical_identity_provenance,current_status,injury_or_rehab_status,body_part_or_category,surgery_recovery_context,pup_flag,nfi_flag,ir_flag,suspension_status,holdout_reporting_status,expected_week1_availability,expected_return_week,expected_games_adjustment,primary_source,secondary_source,source_date,last_verified_timestamp,source_confidence,material_adjustment_flag,manual_review_flag_y,notes,espn_official_ppr_rank,espn_adp,status_overlay_present,identity_confidence,missing_value_policy
00-0040691,00-0040691,4689114,90,Jaxson Dart,QB,NYG,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:90,exact stable-ID match,False,False,jaxsondart,Jaxson Dart,NYG,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0036355,00-0036355,4038941,80,Justin Herbert,QB,LAC,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:80,exact stable-ID match,False,False,justinherbert,Justin Herbert,LAC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039344,00-0039344,4678008,88,Jonathon Brooks,RB,CAR,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:88,exact stable-ID match,False,False,jonathonbrooks,Jonathon Brooks,CAR,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0031588,00-0031588,2976212,92,Stefon Diggs,WR,WAS,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:92,exact stable-ID match,False,False,stefondiggs,Stefon Diggs,NE,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039918,00-0039918,4431611,79,Caleb Williams,QB,CHI,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:79,exact stable-ID match,False,False,calebwilliams,Caleb Williams,CHI,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0036555,00-0036555,4241416,84,Chuba Hubbard,RB,CAR,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:84,exact stable-ID match,False,False,chubahubbard,Chuba Hubbard,CAR,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,108,109.05,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040718,00-0040718,4685415,132,Travis Hunter,WR,JAX,espn_id_to_nflverse_gsis,1.0,True,True,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:132,exact stable-ID match,False,True,travishunter,Travis Hunter,JAC,panel_gsis_to_nflverse_players,1.0,True,True,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,stable_id_match_with_metadata_conflict_manual_review,blank/NA means unknown or not present; never interpret as numeric zero
00-0033293,00-0033293,3042519,114,Aaron Jones Sr.,RB,MIN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:114,exact stable-ID match,False,False,aaronjones,Aaron Jones Sr.,MIN,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0037664,00-0037664,4360078,93,Alec Pierce,WR,IND,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:93,exact stable-ID match,False,False,alecpierce,Alec Pierce,IND,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,111,108.09,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0034960,00-0034960,3916433,109,Jakobi Meyers,WR,JAX,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:109,exact stable-ID match,False,False,jakobimeyers,Jakobi Meyers,LV,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,112,122.25,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039893,00-0039893,4432773,78,Brian Thomas Jr.,WR,JAX,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:78,exact stable-ID match,False,False,brianthomas,Brian Thomas Jr.,JAC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,114,112.73,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040667,00-0040667,4701936,108,Matthew Golden,WR,GB,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:108,exact stable-ID match,False,False,matthewgolden,Matthew Golden,GB,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0033921,00-0033921,3116165,89,Chris Godwin Jr.,WR,TB,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:89,exact stable-ID match,False,False,chrisgodwin,Chris Godwin Jr.,TB,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0038994,00-0038994,4429205,95,Jordan Addison,WR,MIN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:95,exact stable-ID match,False,False,jordanaddison,Jordan Addison,MIN,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0036971,00-0036971,4360310,87,Trevor Lawrence,QB,JAX,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:87,exact stable-ID match,False,False,trevorlawrence,Trevor Lawrence,JAC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0037256,00-0037256,4697815,111,Rachaad White,RB,WAS,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:111,exact stable-ID match,False,False,rachaadwhite,Rachaad White,TB,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,121,126.06,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0036158,00-0036158,4241985,91,J.K. Dobbins,RB,DEN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:91,exact stable-ID match,False,False,jkdobbins,J.K. Dobbins,DEN,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0037834,00-0037834,4361741,104,Brock Purdy,QB,SF,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:104,exact stable-ID match,False,False,brockpurdy,Brock Purdy,SF,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040236,00-0040236,4608686,99,Kyle Monangai,RB,CHI,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:99,exact stable-ID match,False,False,kylemonangai,Kyle Monangai,CHI,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,125,124.3,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0038996,00-0038996,4572680,76,Tucker Kraft,TE,GB,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:76,exact stable-ID match,False,False,tuckerkraft,Tucker Kraft,GB,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,126,90.86,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0038997,00-0038997,4688813,96,Josh Downs,WR,IND,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:96,exact stable-ID match,False,False,joshdowns,Josh Downs,IND,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,127,137.23,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0037261,00-0037261,4373678,129,Khalil Shakir,WR,BUF,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:129,exact stable-ID match,False,False,khalilshakir,Khalil Shakir,BUF,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,130,139.72,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0030506,00-0030506,15847,105,Travis Kelce,TE,KC,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:105,exact stable-ID match,False,False,traviskelce,Travis Kelce,KC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0033873,00-0033873,3139477,112,Patrick Mahomes,QB,KC,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:112,exact stable-ID match,False,False,patrickmahomes,Patrick Mahomes II,KC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,132,107.71,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040730,00-0040730,4568490,94,RJ Harvey,RB,DEN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:94,exact stable-ID match,False,False,rjharvey,RJ Harvey,DEN,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0034351,00-0034351,3121023,117,Dallas Goedert,TE,PHI,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:117,exact stable-ID match,False,False,dallasgoedert,Dallas Goedert,PHI,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040867,00-0040867,4870795,100,Makai Lemon,WR,PHI,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:100,exact stable-ID match,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039738,00-0039738,4429096,97,Blake Corum,RB,LAR,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:97,exact stable-ID match,False,False,blakecorum,Blake Corum,LAR,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039732,00-0039732,4426338,113,Bo Nix,QB,DEN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:113,exact stable-ID match,False,False,bonix,Bo Nix,DEN,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0038041,00-0038041,4242355,119,Jake Ferguson,TE,DAL,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:119,exact stable-ID match,False,False,jakeferguson,Jake Ferguson,DAL,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0026498,00-0026498,12483,106,Matthew Stafford,QB,LAR,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:106,exact stable-ID match,False,False,matthewstafford,Matthew Stafford,LAR,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0035228,00-0035228,3917315,123,Kyler Murray,QB,MIN,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:123,exact stable-ID match,False,False,kylermurray,Kyler Murray,ARI,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0040242,00-0040242,4575131,102,Jacory Croskey-Merritt,RB,WAS,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:102,exact stable-ID match,False,False,jacorycroskeymerritt,Jacory Croskey-Merritt,WAS,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,145,135.86,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0037838,00-0037838,4361050,115,Isaiah Likely,TE,NYG,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:115,exact stable-ID match,False,False,isaiahlikely,Isaiah Likely,BAL,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0038544,00-0038544,4429025,101,Quentin Johnston,WR,LAC,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:101,exact stable-ID match,False,False,quentinjohnston,Quentin Johnston,LAC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039146,00-0039146,4362249,110,Jayden Reed,WR,GB,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:110,exact stable-ID match,False,False,jaydenreed,Jayden Reed,GB,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0039894,00-0039894,4683062,126,Xavier Worthy,WR,KC,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:126,exact stable-ID match,False,False,xavierworthy,Xavier Worthy,KC,panel_gsis_to_nflverse_players,1.0,False,False,nflverse players + annual rosters; panel GSIS preferred,,,,,,,,,,,,,,,,,,,,,,,False,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
00-0041035,00-0041035,4710714,118,De'Zhaun Stribling,WR,SF,espn_id_to_nflverse_gsis,1.0,False,False,ESPN Market Freeze origin/codex/espn-market-freeze-2026-08-31 + nflverse players,espn_2026_candidate_20260831T214508Z_6e169d4c54c0,draft-command:118,exact stable-ID match,False,False,,,,,,,,,ESPN:QUESTIONABLE|NFLVERSE:ACT,QUESTIONABLE,,,False,False,False,,,uncertain_pending_official_week1_report,,,https://lm-api-reads.fantasy.espn.com/apis/v3/games/ffl/seasons/2026/segments/0/leaguedefaults/1?view=kona_player_info,https://github.com/nflverse/nflverse-data/releases/download/players/players.csv|https://github.com/nflverse/nflverse-data/releases/download/rosters/roster_2026.csv,2026-08-31,2026-08-31T23:22:51.244996+00:00,medium_pre_week1_designation,False,True,Current overlay only; no production games adjustment or historical-table insertion is authorized.,152,141.89,True,high_exact_espn_id_to_gsis_id,blank/NA means unknown or not present; never interpret as numeric zero
